emi,month,n_valid_minutes,kc_mean,kc_std,kc_p10,kc_p25,kc_p50,kc_p75,kc_p90,frac_kc_gt_1,kc_clip_count,mean_abs_delta_kc
EMI03,2025-08,19678,0.574549170939,0.353056162498,0.162548630101,0.313796286701,0.496915352613,0.794250682397,1.1183006326,0.154690517329,227,0.0505105402375
EMI03,2025-09,20171,0.638909669849,0.371894547618,0.19323408107,0.359406094276,0.548637094055,0.932328145627,1.19610825054,0.219275197065,296,0.0563994872093
EMI03,2025-10,20872,0.607768531814,0.365333622587,0.175763407743,0.301740447374,0.535009647476,0.882162416425,1.16805156616,0.191644308164,197,0.0503405143014
EMI03,2025-11,20141,0.670276964262,0.346283737362,0.251738149126,0.4142634693,0.614040459864,0.929659181435,1.17019107543,0.199245320491,287,0.044572587712
EMI03,2025-12,20879,0.576967260509,0.32121301396,0.18619622476,0.34245659218,0.521686547278,0.804933305674,1.03632063102,0.116432779348,132,0.0355955890364
EMI03,2026-01,20930,0.634334597432,0.310665854461,0.261577771204,0.405194745406,0.570796138713,0.866589608335,1.08897396683,0.158241758242,89,0.0440171647788
EMI03,2026-02,18845,0.546466987498,0.331894127336,0.161694598613,0.303405519059,0.477456433979,0.744569600765,1.05332483481,0.128203767578,103,0.037566511014
EMI03,2026-03,20820,0.638912356662,0.337774951604,0.211088272677,0.375738501633,0.586531907467,0.922560093329,1.10707349086,0.179058597502,140,0.0461626676916
EMI03,2026-04,20106,0.650992556453,0.374121898088,0.192763568844,0.320413637166,0.606791078441,1.01909152168,1.12556597456,0.274345966378,186,0.0583645795174
EMI03,2026-05,20632,0.596485505817,0.374596063341,0.139844965481,0.294048306622,0.512828297034,0.920013125174,1.1367491891,0.217477704537,155,0.0509233868476
EMI03,2026-06,19941,0.732794712186,0.390036156936,0.247987746429,0.38112478535,0.682514298846,1.1059330419,1.22964562287,0.342159370142,423,0.0808161487327
EMI04,2025-01,12732,0.626179421893,0.354653805543,0.204537878839,0.34731979969,0.563973034492,0.890004016401,1.14988657929,0.189286836318,138,0.0465563659215
EMI04,2025-02,18821,0.629154258502,0.356311609893,0.19002209618,0.353802739151,0.572367709551,0.902114090259,1.1329263252,0.193985441794,244,0.0434067523461
EMI04,2025-03,19400,0.628783312737,0.37816524892,0.164502680902,0.326378393258,0.57014134944,0.887979950491,1.19878312728,0.204896907216,365,0.0517563062542
EMI04,2025-04,19111,0.617282244004,0.370888877682,0.168036325903,0.332116340093,0.543565100284,0.874240272726,1.16773101269,0.191826696667,342,0.0457609573783
EMI04,2025-05,20620,0.705592259357,0.41058323788,0.179524062834,0.353115467371,0.648653141554,1.09425636281,1.23830100065,0.330261881668,516,0.0585433466695
EMI04,2025-06,19938,0.674738329029,0.387582948966,0.213117019698,0.37524844943,0.57767364728,1.00404817897,1.23590604304,0.251930986057,544,0.0571554907643
EMI04,2025-07,20649,0.751255177052,0.384542867829,0.233817438146,0.43691541897,0.721891815828,1.10503187835,1.22036791599,0.363407428931,319,0.0770890551647
EMI04,2025-08,20101,0.585554870802,0.367406355556,0.156335330115,0.312796553569,0.499242539899,0.823050606993,1.15797893944,0.181831749664,269,0.0532403827282
EMI04,2025-09,20191,0.647252025073,0.372328561663,0.195664297495,0.361768296935,0.565500140168,0.960983694367,1.18458189582,0.232479817741,286,0.0571011038358
EMI04,2025-10,20875,0.635314570694,0.385503820122,0.175500350187,0.302064914886,0.551774950659,0.984076943445,1.18804857999,0.240862275449,322,0.0511031757857
EMI04,2025-11,20156,0.683161191476,0.352958487994,0.258771109815,0.413541026947,0.624907036995,0.974511755317,1.16579616752,0.234768803334,299,0.0449062976458
EMI04,2025-12,20880,0.605112473308,0.338112362159,0.195291684426,0.358617837853,0.54251048575,0.853072134997,1.10337681418,0.156034482759,194,0.0365941354905
EMI04,2026-01,20935,0.6775091359,0.331332084068,0.271500654894,0.425774869099,0.610267124339,0.951409915881,1.14234512398,0.218008120373,131,0.0481078431552
EMI04,2026-02,18853,0.588357837077,0.354342534792,0.171548603623,0.323913632348,0.515504504622,0.819094569207,1.13159150399,0.176205378454,198,0.0389971834647
EMI04,2026-03,20821,0.689877642823,0.364556952086,0.22263813182,0.398039356168,0.634627061579,1.01079789847,1.19251117773,0.258585082369,296,0.0490333728808
EMI04,2026-04,20113,0.719214130538,0.412091996076,0.204443430873,0.342892322732,0.691909255973,1.09731045044,1.22178018138,0.360463381892,508,0.0625865796369
EMI04,2026-05,20629,0.631234256392,0.398298710426,0.142608353304,0.305825585225,0.532190631977,1.01708639807,1.18421159506,0.2644335644,315,0.0532486409792
EMI04,2026-06,19940,0.744709035949,0.389808770418,0.250298481396,0.386083216049,0.71331363628,1.1022288557,1.22410550528,0.355416248746,523,0.0826109890217
EMI05,2024-12,6739,0.61802943514,0.279015143062,0.253844817496,0.423658448386,0.601191311675,0.779584104011,0.995443945684,0.0983825493397,30,0.0344968003675
EMI05,2025-01,20963,0.600087435625,0.351245428273,0.197085780838,0.327814743789,0.53000059929,0.845613191391,1.13452807917,0.172255879407,195,0.0422410029348
EMI05,2025-07,8417,0.940770043948,0.372537341222,0.390074190291,0.577082677844,1.10766851913,1.22713598999,1.34022066748,0.567660686705,380,0.112564096368
EMI05,2025-08,603,0.536439795536,0.550321492698,0,0,0.414630334391,1.14200947596,1.34360575206,0.303482587065,34,0.109963268285
EMI05,2025-09,1840,0.256218592543,0.358502076341,0,0,0,0.438456333306,0.844483987223,0.0641304347826,1,0.0249619978178
EMI05,2025-10,2221,0,0,0,0,0,0,0,0,0,0
EMI05,2025-11,16,0,0,0,0,0,0,0,0,0,0
EMI05,2025-12,5391,0.459771845911,0.231560543373,0.163035163088,0.27356812461,0.467753696673,0.639827203686,0.741267938938,0.0111296605454,0,0.0240533031416
EMI05,2026-01,20897,0.681464580564,0.353705066747,0.256964186357,0.400830193317,0.60547941455,0.972400118885,1.18420770401,0.234196296119,326,0.0466095212818
EMI05,2026-02,18915,0.60689089428,0.364681298806,0.176872972588,0.332911533158,0.53332724874,0.847976336647,1.16221193147,0.189426381179,292,0.039792990507
EMI05,2026-03,20848,0.708276479589,0.371256101719,0.230017587602,0.411489767494,0.657756071631,1.02951715929,1.21328637652,0.274318879509,424,0.0491444480244
EMI05,2026-04,20109,0.74105518457,0.42005148497,0.210816097362,0.35852095358,0.709732512917,1.11694766096,1.24782982121,0.398030732508,709,0.060051620986
EMI05,2026-05,20712,0.663878781416,0.414736304911,0.145772071219,0.325165871983,0.563776109818,1.08099492397,1.22497731867,0.295625724218,525,0.0529527415677
EMI05,2026-06,19994,0.791872230681,0.407524207686,0.271200850384,0.418771529409,0.769308242233,1.15987748575,1.30188607531,0.401970591177,816,0.0874054532638
