full_tag,site_label,sts,wb,emi,raw_parameter,canonical_parameter,parameter_class,channel_group,event_count,source_zip_count,source_csv_count,coverage_start_raw,coverage_end_raw,timestamp_shape,zero_change_count,nonzero_change_count,deadband_estimate,deadband_support,deadband_support_fraction,deadband_relative_mad,deadband_confidence,deadband_lower_anomaly_count,deadband_unresolved_reason,interarrival_p50_s,interarrival_p90_s,interarrival_p99_s,max_gap_s,active_interval_count,active_interarrival_p50_s,active_interarrival_p90_s,active_interarrival_p99_s,max_active_gap_s,max_active_gap_start_ns,max_active_gap_end_ns,flat_or_night_interval_count,flat_interarrival_p50_s,flat_interarrival_p90_s,flat_interarrival_p99_s,observed_heartbeat_candidate_s,heartbeat_support,heartbeat_support_fraction,heartbeat_coefficient_of_variation,heartbeat_confidence,heartbeat_unresolved_reason,configured_max_report_time_status,sibling_events_during_max_active_gap,abs_delta_min,abs_delta_p01,abs_delta_p05,abs_delta_p50,abs_delta_p90,abs_delta_p99,event_count_before_integrity,event_count_after_integrity,exact_duplicate_count,timestamp_conflict_count,order_violation_count
PLTS IKN / STS04 / WB04_EMI04 / MEAS / DNI*cosZ DAILY ACCUM,PLTS IKN,STS04,WB04,EMI04,DNI*cosZ DAILY ACCUM,DNIcosZ Daily Acummulation,irradiance_accumulation,,1253,1,1,2026-06-01 10:57:33.830,2026-06-30 23:57:50.934,naive,0,1252,0.002778,528,0.42172524,6.24450495e-16,high,0,,65.94,371.824,42753.6774,126349.684,0,,,,,,,0,,,,,0,0,,unresolved,insufficient same-value intervals,unknown,0,0.002777,0.002777,0.002777,0.005555,0.005556,0.177778,1253,1253,0,0,0
PLTS IKN / STS04 / WB04_EMI04 / MEAS / DNI*cosZ MONTHLY ACCUM,PLTS IKN,STS04,WB04,EMI04,DNI*cosZ MONTHLY ACCUM,DNIcosZ Monthly Acummulation,irradiance_accumulation,,20,1,1,2026-06-02 11:28:22.893,2026-06-30 23:57:47.669,naive,0,19,,0,0,,unresolved,0,insufficient positive deltas for a supported lower-edge cluster,88098.858,241250.763,411651.951,426971.651,0,,,,,,,0,,,,,0,0,,unresolved,insufficient same-value intervals,unknown,0,0.277777,0.277777,0.277777,0.277778,0.277778,4.377778,20,20,0,0,0
PLTS IKN / STS04 / WB04_EMI04 / MEAS / DNI*cosZ YEARLY ACCUM,PLTS IKN,STS04,WB04,EMI04,DNI*cosZ YEARLY ACCUM,DNIcosZ Yearly Acummulation,irradiance_accumulation,,20,1,1,2026-06-01 11:46:49.700,2026-06-30 11:06:44.353,naive,0,19,,0,0,,unresolved,0,insufficient positive deltas for a supported lower-edge cluster,86611.426,256793.113,329103.734,344666.816,0,,,,,,,0,,,,,0,0,,unresolved,insufficient same-value intervals,unknown,0,0.277776,0.277776,0.277776,0.277778,0.277779,0.277779,20,20,0,0,0
PLTS IKN / STS04 / WB04_EMI04 / MEAS / GHI DAILY ACCUM,PLTS IKN,STS04,WB04,EMI04,GHI DAILY ACCUM,GHI Daily Acummulation,irradiance_accumulation,,16962,1,1,2026-06-01 06:23:04.030,2026-06-30 23:57:50.934,naive,0,16961,0.002778,5533,0.326218973,6.0571698e-14,high,0,,62.738,75.922,362.9628,29184.534,0,,,,,,,0,,,,,0,0,,unresolved,insufficient same-value intervals,unknown,0,0.002777,0.002777,0.002777,0.005556,0.016666,0.019444,16962,16962,0,0,0
PLTS IKN / STS04 / WB04_EMI04 / MEAS / GHI MONTHLY ACCUM,PLTS IKN,STS04,WB04,EMI04,GHI MONTHLY ACCUM,GHI Monthly Acummulation,irradiance_accumulation,,464,1,1,2026-06-01 08:12:34.796,2026-06-30 23:57:47.669,naive,0,463,0.277778,462,0.997840173,3.5999971e-06,high,0,,1857.078,4970.7254,57813.7002,59813.046,0,,,,,,,0,,,,,0,0,,unresolved,insufficient same-value intervals,unknown,0,0.27777,0.27777,0.27777,0.277778,0.277779,0.277779,464,464,0,0,0
PLTS IKN / STS04 / WB04_EMI04 / MEAS / GHI YEARLY ACCUM,PLTS IKN,STS04,WB04,EMI04,GHI YEARLY ACCUM,GHI Yearly Acummulation,irradiance_accumulation,,457,1,1,2026-06-01 07:31:14.739,2026-06-30 16:22:59.687,naive,0,456,0.277771,456,1,0,high,0,,1798.3875,4115.6095,59940.9245,65946.664,0,,,,,,,0,,,,,0,0,,unresolved,insufficient same-value intervals,unknown,0,0.277771,0.277771,0.277771,0.277771,0.277832,0.277832,457,457,0,0,0
PLTS IKN / STS04 / WB04_EMI04 / MEAS / GLOBAL HORIZONTAL IRRADIANCE (GHI),PLTS IKN,STS04,WB04,EMI04,GLOBAL HORIZONTAL IRRADIANCE (GHI),Global Horizontal Irradiance (GHI),instantaneous_irradiance,GHI,53445,1,1,2026-06-01 06:10:55.315,2026-06-30 17:59:27.841,naive,0,53444,1,14008,0.26210613,0,high,0,,19.824,39.523,89.092,47907.648,53444,19.824,39.523,89.092,47907.648,1.78111483e+18,1.78116274e+18,0,,,,,0,0,,unresolved,insufficient same-value intervals,unknown,0,1,1,1,4,74,438.57,53445,53445,0,0,0
PLTS IKN / STS04 / WB04_EMI04 / MEAS / IN-PLANE REAR-SIDE IRRADIANCE (RSI) 03,PLTS IKN,STS04,WB04,EMI04,IN-PLANE REAR-SIDE IRRADIANCE (RSI) 03,In-Plane Rear-Side Irradiance (RSI) 03,instantaneous_irradiance,RSI,12359,1,1,2026-06-01 07:52:21.286,2026-06-30 16:22:39.941,naive,0,12358,1,6155,0.498057938,0,high,0,,23.12,128.74,808.44776,72799.671,12358,23.12,128.74,808.44776,72799.671,1.78152643e+18,1.78159923e+18,0,,,,,0,0,,unresolved,insufficient same-value intervals,unknown,1348,1,1,1,2,10,19,12359,12359,0,0,0
PLTS IKN / STS04 / WB04_EMI04 / MEAS / PEAK OF SUN HOURS,PLTS IKN,STS04,WB04,EMI04,PEAK OF SUN HOURS,PEAK OF SUN HOURS,meteorological,,10904,1,1,2026-06-01 06:38:40.736,2026-06-30 23:57:50.934,naive,0,10903,0.01,8879,0.814363019,5.55111512e-15,high,0,,66.033,191.321,749.17238,30431.413,0,,,,,,,0,,,,,0,0,,unresolved,insufficient same-value intervals,unknown,0,0.01,0.01,0.01,0.01,0.02,0.02,10904,10904,0,0,0
PLTS IKN / STS04 / WB04_EMI04 / MEAS / RSI DAILY ACCUM 03,PLTS IKN,STS04,WB04,EMI04,RSI DAILY ACCUM 03,RSI 03 Daily Acummulation,irradiance_accumulation,,758,1,1,2026-06-01 08:26:00.731,2026-06-30 23:57:50.934,naive,0,757,0.002778,727,0.960369881,1.24890099e-15,high,0,,811.73,3393.4408,33885.0848,41938.108,0,,,,,,,0,,,,,0,0,,unresolved,insufficient same-value intervals,unknown,0,0.002777,0.002777,0.002777,0.002778,0.002778,0.08733332,758,758,0,0,0
