source_zip,source_csv,full_tag,row_count,timestamp_shape,coverage_start_raw,coverage_end_raw,order_violation_count
trends_export_1783133733379.zip,trends_export_tmp1783133733665.csv,PLTS IKN / STS06 / WB06_EMI03 / MEAS / RSI MONTHLY ACCUM 03,271,naive,2026-06-01 07:24:17.306000,2026-06-30 14:38:23.957000,0
trends_export_1783133741941.zip,trends_export_tmp1783133742199.csv,PLTS IKN / STS06 / WB06_EMI03 / MEAS / RSI YEARLY ACCUM 01,271,naive,2026-06-01 07:24:17.306000,2026-06-30 14:38:23.957000,0
trends_export_1783133748150.zip,trends_export_tmp1783133748412.csv,PLTS IKN / STS06 / WB06_EMI03 / MEAS / RSI YEARLY ACCUM 02,271,naive,2026-06-01 07:24:17.306000,2026-06-30 14:38:23.957000,0
trends_export_1783133753793.zip,trends_export_tmp1783133754068.csv,PLTS IKN / STS06 / WB06_EMI03 / MEAS / RSI YEARLY ACCUM 03,271,naive,2026-06-01 07:24:17.306000,2026-06-30 14:38:23.957000,0
trends_export_1783133776742.zip,trends_export_tmp1783133777603.csv,PLTS IKN / STS06 / WB06_EMI03 / MEAS / WIND DIRECTION,60000,naive,2026-06-01 00:00:01.363000,2026-06-13 08:21:27.176000,0
trends_export_1783133776742.zip,trends_export_tmp1783133778465.csv,PLTS IKN / STS06 / WB06_EMI03 / MEAS / WIND DIRECTION,60000,naive,2026-06-13 08:21:50.297000,2026-06-26 14:12:35.422000,1
trends_export_1783133776742.zip,trends_export_tmp1783133779056.csv,PLTS IKN / STS06 / WB06_EMI03 / MEAS / WIND DIRECTION,20105,naive,2026-06-26 14:12:58.527000,2026-06-30 23:59:49.333000,0
trends_export_1783133803322.zip,trends_export_tmp1783133804188.csv,PLTS IKN / STS06 / WB06_EMI03 / MEAS / WIND SPEED,60000,naive,2026-06-01 01:58:47.097000,2026-06-22 22:51:33.474000,0
trends_export_1783133803322.zip,trends_export_tmp1783133804730.csv,PLTS IKN / STS06 / WB06_EMI03 / MEAS / WIND SPEED,21804,naive,2026-06-22 22:51:43.379000,2026-06-30 23:59:59.237000,0
trends_export_1783135708254.zip,trends_export_tmp1783135709074.csv,PLTS IKN / STS04 / WB04_EMI04 / MEAS / AMBIENT AIR HUMIDITY,51921,naive,2026-06-01 08:43:23.369000,2026-06-30 21:30:56.174000,0
trends_export_1783135718014.zip,trends_export_tmp1783135718463.csv,PLTS IKN / STS04 / WB04_EMI04 / MEAS / AMBIENT AIR TEMP,15738,naive,2026-06-01 00:01:03.679000,2026-06-30 23:57:21.393000,0
trends_export_1783135724964.zip,trends_export_tmp1783135725225.csv,PLTS IKN / STS04 / WB04_EMI04 / MEAS / DAILY RAINFALL,213,naive,2026-06-01 15:47:58.278000,2026-06-30 23:59:00.108000,0
trends_export_1783135731493.zip,trends_export_tmp1783135732830.csv,PLTS IKN / STS04 / WB04_EMI04 / MEAS / DHI DAILY ACCUM,16352,naive,2026-06-01 06:24:06.612000,2026-06-30 23:57:50.934000,0
trends_export_1783135738220.zip,trends_export_tmp1783135738504.csv,PLTS IKN / STS04 / WB04_EMI04 / MEAS / DHI MONTHLY ACCUM,346,naive,2026-06-01 08:26:00.731000,2026-06-30 23:57:47.669000,0
trends_export_1783135744541.zip,trends_export_tmp1783135744801.csv,PLTS IKN / STS04 / WB04_EMI04 / MEAS / DHI YEARLY ACCUM,343,naive,2026-06-01 07:53:46.956000,2026-06-30 16:16:46.917000,0
trends_export_1783135756008.zip,trends_export_tmp1783135756769.csv,PLTS IKN / STS04 / WB04_EMI04 / MEAS / DIFFUSE HORIZONTAL IRRADIANCE (DHI),51722,naive,2026-06-01 06:11:24.997000,2026-06-30 17:58:41.647000,0
trends_export_1783135766178.zip,trends_export_tmp1783135766509.csv,PLTS IKN / STS04 / WB04_EMI04 / MEAS / DIRECT HORIZONTAL IRRADIANCE (DNI*cosZ),5875,naive,2026-06-01 10:55:48.226000,2026-06-30 14:41:12.423000,0
trends_export_1783135775788.zip,trends_export_tmp1783135776065.csv,PLTS IKN / STS04 / WB04_EMI04 / MEAS / DNI*cosZ DAILY ACCUM,1253,naive,2026-06-01 10:57:33.830000,2026-06-30 23:57:50.934000,0
trends_export_1783135785010.zip,trends_export_tmp1783135785273.csv,PLTS IKN / STS04 / WB04_EMI04 / MEAS / DNI*cosZ MONTHLY ACCUM,20,naive,2026-06-02 11:28:22.893000,2026-06-30 23:57:47.669000,0
trends_export_1783135791077.zip,trends_export_tmp1783135791333.csv,PLTS IKN / STS04 / WB04_EMI04 / MEAS / DNI*cosZ YEARLY ACCUM,20,naive,2026-06-01 11:46:49.700000,2026-06-30 11:06:44.353000,0
trends_export_1783135798833.zip,trends_export_tmp1783135799267.csv,PLTS IKN / STS04 / WB04_EMI04 / MEAS / GHI DAILY ACCUM,16962,naive,2026-06-01 06:23:04.030000,2026-06-30 23:57:50.934000,0
trends_export_1783135806083.zip,trends_export_tmp1783135806362.csv,PLTS IKN / STS04 / WB04_EMI04 / MEAS / GHI MONTHLY ACCUM,464,naive,2026-06-01 08:12:34.796000,2026-06-30 23:57:47.669000,0
trends_export_1783135813416.zip,trends_export_tmp1783135813987.csv,PLTS IKN / STS04 / WB04_EMI04 / MEAS / GHI YEARLY ACCUM,457,naive,2026-06-01 07:31:14.739000,2026-06-30 16:22:59.687000,0
trends_export_1783135829321.zip,trends_export_tmp1783135830104.csv,PLTS IKN / STS04 / WB04_EMI04 / MEAS / GLOBAL HORIZONTAL IRRADIANCE (GHI),53445,naive,2026-06-01 06:10:55.315000,2026-06-30 17:59:27.841000,0
trends_export_1783135861554.zip,trends_export_tmp1783135861939.csv,PLTS IKN / STS04 / WB04_EMI04 / MEAS / IN-PLANE REAR-SIDE IRRADIANCE (RSI) 03,12359,naive,2026-06-01 07:52:21.286000,2026-06-30 16:22:39.941000,0
trends_export_1783135871349.zip,trends_export_tmp1783135871732.csv,PLTS IKN / STS04 / WB04_EMI04 / MEAS / PEAK OF SUN HOURS,10904,naive,2026-06-01 06:38:40.736000,2026-06-30 23:57:50.934000,0
trends_export_1783135971433.zip,trends_export_tmp1783135971700.csv,PLTS IKN / STS04 / WB04_EMI04 / MEAS / RSI DAILY ACCUM 03,758,naive,2026-06-01 08:26:00.731000,2026-06-30 23:57:50.934000,0
trends_export_1783135995033.zip,trends_export_tmp1783135995300.csv,PLTS IKN / STS04 / WB04_EMI04 / MEAS / RSI MONTHLY ACCUM 03,8,naive,2026-06-04 10:45:53.697000,2026-06-30 23:57:47.669000,0
trends_export_1783136016903.zip,trends_export_tmp1783136017159.csv,PLTS IKN / STS04 / WB04_EMI04 / MEAS / RSI YEARLY ACCUM 03,7,naive,2026-06-02 11:55:52.255000,2026-06-26 15:47:46.186000,0
trends_export_1783137886568.zip,trends_export_tmp1783137887404.csv,PLTS IKN / STS02 / WB02_EMI05 / MEAS / Daily radiation,60000,naive,2026-06-01 06:02:25.134000,2026-06-06 09:19:16.174000,0
trends_export_1783137886568.zip,trends_export_tmp1783137888283.csv,PLTS IKN / STS02 / WB02_EMI05 / MEAS / Daily radiation,60000,naive,2026-06-06 09:19:17.658000,2026-06-11 14:42:21.887000,0
trends_export_1783137886568.zip,trends_export_tmp1783137889199.csv,PLTS IKN / STS02 / WB02_EMI05 / MEAS / Daily radiation,60000,naive,2026-06-11 14:42:26.480000,2026-06-17 13:38:33.204000,1
trends_export_1783137886568.zip,trends_export_tmp1783137890157.csv,PLTS IKN / STS02 / WB02_EMI05 / MEAS / Daily radiation,60000,naive,2026-06-17 13:38:36.250000,2026-06-23 10:37:23.633000,0
trends_export_1783137886568.zip,trends_export_tmp1783137891151.csv,PLTS IKN / STS02 / WB02_EMI05 / MEAS / Daily radiation,60000,naive,2026-06-23 10:37:28.179000,2026-06-28 15:23:39.404000,0
trends_export_1783137886568.zip,trends_export_tmp1783137891797.csv,PLTS IKN / STS02 / WB02_EMI05 / MEAS / Daily radiation,19949,naive,2026-06-28 15:23:42.434000,2026-06-30 23:56:54.289000,0
trends_export_1783138013177.zip,trends_export_tmp1783138014019.csv,PLTS IKN / STS02 / WB02_EMI05 / MEAS / Total Irradiance,60000,naive,2026-06-01 05:53:12.603000,2026-06-03 16:53:41.215000,0
trends_export_1783138013177.zip,trends_export_tmp1783138014910.csv,PLTS IKN / STS02 / WB02_EMI05 / MEAS / Total Irradiance,60000,naive,2026-06-03 16:53:44.230000,2026-06-06 17:12:47.420000,1
trends_export_1783138013177.zip,trends_export_tmp1783138015868.csv,PLTS IKN / STS02 / WB02_EMI05 / MEAS / Total Irradiance,60000,naive,2026-06-06 17:12:50.466000,2026-06-09 16:41:58.878000,0
trends_export_1783138013177.zip,trends_export_tmp1783138016885.csv,PLTS IKN / STS02 / WB02_EMI05 / MEAS / Total Irradiance,60000,naive,2026-06-09 16:42:01.893000,2026-06-13 07:21:14.530000,0
trends_export_1783138013177.zip,trends_export_tmp1783138017874.csv,PLTS IKN / STS02 / WB02_EMI05 / MEAS / Total Irradiance,60000,naive,2026-06-13 07:21:16.092000,2026-06-16 10:22:03.583000,0
trends_export_1783138013177.zip,trends_export_tmp1783138019000.csv,PLTS IKN / STS02 / WB02_EMI05 / MEAS / Total Irradiance,60000,naive,2026-06-16 10:22:05.098000,2026-06-20 07:24:07.116000,0
trends_export_1783138013177.zip,trends_export_tmp1783138020062.csv,PLTS IKN / STS02 / WB02_EMI05 / MEAS / Total Irradiance,60000,naive,2026-06-20 07:24:08.584000,2026-06-23 15:24:45.486000,1
trends_export_1783138013177.zip,trends_export_tmp1783138021148.csv,PLTS IKN / STS02 / WB02_EMI05 / MEAS / Total Irradiance,60000,naive,2026-06-23 15:24:47.033000,2026-06-27 13:02:39.634000,0
trends_export_1783138013177.zip,trends_export_tmp1783138022267.csv,PLTS IKN / STS02 / WB02_EMI05 / MEAS / Total Irradiance,53171,naive,2026-06-27 13:02:41.165000,2026-06-30 23:52:08.111000,0
